title,season,episode_number,air_date,month,year,colors,subjects,image_link,youtube_link,notes
A Trace of Spring,26,5,1992-12-29,December,1992,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, DECIDUOUS, FLOWERS, GRASS, RIVER, TREE, TREES",https://www.twoinchbrush.com/images/painting338.png,https://www.youtube.com/embed/JMPwj3u4ZTA,
An Arctic Winter Day,26,6,1993-01-05,January,1993,"Alizarin Crimson, Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown","CABIN, CLOUDS, CONIFER, LAKE, MOUNTAIN, MOUNTAINS, SNOW, SNOWY_MOUNTAIN, STRUCTURE, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting339.png,https://www.youtube.com/embed/9BHWlbjd95c,
Snow Birch,26,7,1993-01-12,January,1993,"Black Gesso, Indian Yellow, Phthalo Blue, Prussian Blue, Titanium White","DECIDUOUS, LAKE, SNOW, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting340.png,https://www.youtube.com/embed/wKeemvioVrM,
Early Autumn,26,8,1993-01-19,January,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, DECIDUOUS, FRAMED, GRASS, LAKE, MOUNTAIN, OVAL_FRAME, TREE, TREES",https://www.twoinchbrush.com/images/painting341.png,https://www.youtube.com/embed/SLQXlFLoqQc,
Tranquil Wooded Stream,26,9,1993-01-26,January,1993,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, RIVER, ROCKS, TREE, TREES",https://www.twoinchbrush.com/images/painting342.png,https://www.youtube.com/embed/lSeRrm5ZK9c,
Purple Mountain Range,26,10,1993-02-02,February,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre",,https://www.twoinchbrush.com/images/painting343.png,https://www.youtube.com/embed/nkDA_R-XmqA,
Storm's a Comin',26,11,1993-02-09,February,1993,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Phthalo Green, Titanium White, Van Dyke Brown","BEACH, CLOUDS, CUMULUS, HILLS, OCEAN, ROCKS, WAVES",https://www.twoinchbrush.com/images/painting344.png,https://www.youtube.com/embed/EHD9u-lo2wc,
Sunset Aglow,26,12,1993-02-16,February,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, CONIFER, LAKE, MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting345.png,https://www.youtube.com/embed/gMEZp47VKC0,
Evening at the Falls,26,13,1993-02-23,February,1993,"Black Gesso, Cadmium Yellow, Liquid Clear, Midnight Black, Prussian Blue, Sap Green, Titanium White","CONIFER, NIGHT, RIVER, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting346.png,https://www.youtube.com/embed/RulXVcpgpqw,
Twilight Beauty,27,1,1993-03-02,March,1993,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown","CONIFER, DECIDUOUS, FOG, FRAMED, LAKE, OVAL_FRAME, SUN, TREE, TREES",https://www.twoinchbrush.com/images/painting347.png,https://www.youtube.com/embed/0mJqzzeWyXs,
Angler's Haven,27,2,1993-03-09,March,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Black, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, LAKE, MOUNTAIN, MOUNTAINS, ROCKS, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting348.png,https://www.youtube.com/embed/XlwfcXZ0AIU,
Rustic Winter Woods,27,3,1993-03-16,March,1993,"Alizarin Crimson, Cadmium Yellow, Indian Yellow, Midnight Black, Sap Green, Titanium White","DECIDUOUS, SNOW, SUN, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting349.png,https://www.youtube.com/embed/3q8Zi9480lw,
Wilderness Falls,27,4,1993-03-23,March,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Black, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CLOUDS, CONIFER, GRASS, MOUNTAIN, MOUNTAINS, RIVER, ROCKS, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting350.png,https://www.youtube.com/embed/gxd0MPX8c6I,
Winter at the Farm,27,5,1993-03-30,March,1993,"Alizarin Crimson, Dark Sienna, Liquid Clear, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown","CONIFER, FARM, FENCE, SNOW, STRUCTURE, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting351.png,https://www.youtube.com/embed/LeIVNKnWz7o,
Daisies at Dawn,27,6,1993-04-06,April,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Midnight Black, Sap Green, Titanium White, Yellow Ochre","CABIN, CONIFER, DECIDUOUS, FLOWERS, FRAMED, LAKE, OVAL_FRAME, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting352.png,https://www.youtube.com/embed/_kkZcIgocBM,
A Spectacular View,27,7,1993-04-13,April,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CABIN, CLOUDS, CONIFER, CUMULUS, MOUNTAIN, MOUNTAINS, PATH, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting353.png,https://www.youtube.com/embed/7R9HcaDT9P4,
Daybreak,27,8,1993-04-20,April,1993,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown","CABIN, CONIFER, DECIDUOUS, FENCE, FOG, SNOW, STRUCTURE, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting354.png,https://www.youtube.com/embed/crWDcTvDmec,
Island Paradise,27,9,1993-04-27,April,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Titanium White, Van Dyke Brown, Yellow Ochre","BEACH, CLOUDS, FRAMED, HILLS, OCEAN, OVAL_FRAME, PALM_TREES, ROCKS, WAVES",https://www.twoinchbrush.com/images/painting355.png,https://www.youtube.com/embed/Cg3XAVhAas0,
Sunlight in the Shadows,27,10,1993-05-04,May,1993,"Alizarin Crimson, Black Gesso, Liquid Clear, Midnight Black, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, DECIDUOUS, GRASS, GUEST, RIVER, SUN, TREE, TREES",https://www.twoinchbrush.com/images/painting356.png,https://www.youtube.com/embed/xgjQ0v2d9mE,
Splendor of a Snowy Winter,27,11,1993-05-11,May,1993,"Alizarin Crimson, Dark Sienna, Liquid Black, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown","CABIN, CONIFER, DECIDUOUS, MOUNTAIN, SNOW, SNOWY_MOUNTAIN, STRUCTURE, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting357.png,https://www.youtube.com/embed/JdXCoxkOdwQ,
Forest River,27,12,1993-05-18,May,1993,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, GRASS, RIVER, SUN, TREE, TREES",https://www.twoinchbrush.com/images/painting358.png,https://www.youtube.com/embed/wrbGlR22K0Q,
Golden Glow of Morning,27,13,1993-05-20,May,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Yellow Ochre","CONIFER, FOG, LAKE, ROCKS, SUN, TREE, TREES",https://www.twoinchbrush.com/images/painting359.png,https://www.youtube.com/embed/qXElmiqzcI0,
Fisherman's Trail,28,1,1993-05-25,May,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, LAKE, MOUNTAIN, MOUNTAINS, PATH, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting360.png,https://www.youtube.com/embed/VnZEpic2UzU,"- After painting the canvas to resemble wood, Ross paints a landscape with the titular trail, plus mountains, trees, water, and shrubbery, but no sky."
A Warm Winter,28,2,1993-06-01,June,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Yellow Ochre","BARN, CONIFER, DECIDUOUS, HILLS, SNOW, STRUCTURE, SUN, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting361.png,https://www.youtube.com/embed/_TTdw3YnXuo,
Under Pastel Skies,28,3,1993-06-08,June,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, CONIFER, MOUNTAIN, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting362.png,https://www.youtube.com/embed/lzODyJS2ZIg,
Golden Rays of Sunlight,28,4,1993-06-15,June,1993,"Alizarin Crimson, Black Gesso, Indian Yellow, Liquid Clear, Phthalo Blue, Prussian Blue, Sap Green, Titanium White","BUSHES, DECIDUOUS, SUN, TREE, TREES",https://www.twoinchbrush.com/images/painting363.png,https://www.youtube.com/embed/zxj3xLDNxo0,
The Magic of Fall,28,5,1993-06-22,June,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Yellow Ochre","DECIDUOUS, FENCE, GRASS, TREE",https://www.twoinchbrush.com/images/painting364.png,https://www.youtube.com/embed/bSm3fmEyJ20,
Glacier Lake,28,6,1993-06-29,June,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, GRASS, LAKE, MOUNTAIN, ROCKS, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting365.png,https://www.youtube.com/embed/TohG7F8M3Ls,
The Old Weathered Barn,28,7,1993-07-06,July,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Yellow Ochre","BARN, DECIDUOUS, GRASS, PATH, TREE, TREES",https://www.twoinchbrush.com/images/painting366.png,https://www.youtube.com/embed/NYUIIBFj0iQ,
Deep Forest Falls,28,8,1993-07-13,July,1993,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, DECIDUOUS, RIVER, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting367.png,https://www.youtube.com/embed/urHQRbRNuYI,
Winter's Grace,28,9,1993-07-20,July,1993,"Midnight Black, Phthalo Blue, Prussian Blue, Titanium White","CONIFER, FOG, MOUNTAIN, MOUNTAINS, SNOW, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting368.png,https://www.youtube.com/embed/mxJ2On9wyvY,
Splendor of Autumn,28,10,1993-07-27,July,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, FOG, GRASS, LAKE, SUN, TREE, TREES",https://www.twoinchbrush.com/images/painting369.png,https://www.youtube.com/embed/hEyR2FDp-00,
Tranquil Seas,28,11,1993-08-03,August,1993,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Yellow Ochre","BEACH, CLOUDS, CUMULUS, OCEAN, SUN, WAVES",https://www.twoinchbrush.com/images/painting370.png,https://www.youtube.com/embed/kN1DP_yqs-A,
Mountain Serenity,28,12,1993-08-10,August,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, GRASS, LAKE, MOUNTAIN, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting371.png,https://www.youtube.com/embed/wc_YVijYjT4,
Home Before Nightfall,28,13,1993-08-17,August,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Yellow Ochre","CABIN, CLOUDS, DECIDUOUS, GRASS, NIGHT, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting372.png,https://www.youtube.com/embed/22SiIDvyJeM,
Island in the Wilderness,29,1,1993-08-24,August,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, LAKE, TREE, TREES",https://www.twoinchbrush.com/images/painting373.png,https://www.youtube.com/embed/lLWEXRAnQd0,
Autumn Oval,29,2,1993-08-31,August,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, FRAMED, LAKE, MOUNTAINS, OVAL_FRAME, TREE, TREES",https://www.twoinchbrush.com/images/painting374.png,https://www.youtube.com/embed/2XnIdinwot0,
Seasonal Progression,29,3,1993-09-07,September,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, FRAMED, GRASS, LAKE, MOUNTAIN, MOUNTAINS, SNOW, SNOWY_MOUNTAIN, SPLIT_FRAME, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting375.png,https://www.youtube.com/embed/T2G5waMfQ-g,
Light at the Summit,29,4,1993-09-14,September,1993,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, GRASS, MOUNTAIN, MOUNTAINS, PATH, SUN, TREE, TREES",https://www.twoinchbrush.com/images/painting376.png,https://www.youtube.com/embed/HOdS-G8p1KE,
Countryside Barn,29,5,1993-09-21,September,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BARN, DECIDUOUS, GRASS, PATH, STRUCTURE, TREE",https://www.twoinchbrush.com/images/painting377.png,https://www.youtube.com/embed/G7Etn7QMeO4,
Mountain Lake Falls,29,6,1993-09-28,September,1993,"Alizarin Crimson, Cadmium Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown","CLOUDS, CONIFER, CUMULUS, LAKE, MOUNTAIN, MOUNTAINS, RIVER, SNOWY_MOUNTAIN, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting378.png,https://www.youtube.com/embed/dNEp3hoHSDI,Special guest Steve Ross (Bob's son)
Cypress Creek,29,7,1993-10-05,October,1993,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, GRASS, RIVER, TREE, TREES",https://www.twoinchbrush.com/images/painting379.png,https://www.youtube.com/embed/Tnb2cXKKuWM,
Trapper's Cabin,29,8,1993-10-12,October,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CABIN, CONIFER, DECIDUOUS, LAKE, MOUNTAIN, MOUNTAINS, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting380.png,https://www.youtube.com/embed/chhCkmp0RG8,
Storm on the Horizon,29,9,1993-10-19,October,1993,"Alizarin Crimson, Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BEACH, CLOUDS, GRASS, OCEAN, PALM_TREES, ROCKS, WAVES",https://www.twoinchbrush.com/images/painting381.png,https://www.youtube.com/embed/pA_2paUhBAQ,
Pot O' Posies,29,10,1993-10-26,October,1993,"Alizarin Crimson, Black Gesso, Bright Red, Midnight Black, Prussian Blue, Sap Green","FLOWERS, GUEST",https://www.twoinchbrush.com/images/painting382.png,https://www.youtube.com/embed/2zv_S_uVoVQ,
A Perfect Winter Day,29,11,1993-11-02,November,1993,"Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown","BUSHES, CABIN, CLOUDS, CONIFER, MOUNTAIN, SNOW, SNOWY_MOUNTAIN, STRUCTURE, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting383.png,https://www.youtube.com/embed/Io4fwhacpEs,
Aurora's Dance,29,12,1993-11-09,November,1993,"Alizarin Crimson, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Titanium White, Van Dyke Brown","AURORA_BOREALIS, CABIN, CONIFER, LAKE, NIGHT, SNOW, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting384.png,https://www.youtube.com/embed/iRMsb9Vf7GM,
Woodsman's Retreat,29,13,1993-11-16,November,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, LAKE, MOUNTAIN, MOUNTAINS, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting385.png,https://www.youtube.com/embed/ODrV0dfQcNs,
Babbling Brook,30,1,1993-11-23,November,1993,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, DECIDUOUS, GRASS, RIVER, TREE, WATERFALL",https://www.twoinchbrush.com/images/painting386.png,https://www.youtube.com/embed/ZHUdS0wEaKk,
Woodgrain View,30,2,1993-11-30,November,1993,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, FRAMED, GRASS, LAKE, MOUNTAIN, SNOWY_MOUNTAIN, TREE, WOOD_FRAMED",https://www.twoinchbrush.com/images/painting387.png,https://www.youtube.com/embed/fcx1yUuSf3o,
Winter's Peace,30,3,1993-12-07,December,1993,"Alizarin Crimson, Bright Red, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre","CABIN, CLOUDS, CONIFER, LAKE, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting388.png,https://www.youtube.com/embed/Xzv3iiWi1Wo,
Wilderness Trail,30,4,1993-12-14,December,1993,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, DECIDUOUS, PATH, TREE, TREES",https://www.twoinchbrush.com/images/painting389.png,https://www.youtube.com/embed/vGsW_6BCukU,
A Copper Winter,30,5,1993-12-21,December,1993,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, DECIDUOUS, LAKE, TREE, TREES",https://www.twoinchbrush.com/images/painting390.png,https://www.youtube.com/embed/BSjee-ond7w,
Misty Foothills,30,6,1993-12-28,December,1993,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, CONIFER, CUMULUS, HILLS, LAKE, MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting391.png,https://www.youtube.com/embed/LEz4UVL7POE,
Through the Window,30,7,1994-01-04,January,1994,"Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown","CONIFER, DECIDUOUS, FRAMED, SNOW, TREE, TREES, WINDOW_FRAME, WINTER",https://www.twoinchbrush.com/images/painting392.png,https://www.youtube.com/embed/SrN4A9rVXj0,
Home in the Valley,30,8,1994-01-11,January,1994,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CABIN, CLOUDS, CONIFER, CUMULUS, GRASS, LAKE, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting393.png,https://www.youtube.com/embed/enutOy-nsZk,
Mountains of Grace,30,9,1994-01-18,January,1994,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CIRRUS, CLOUDS, CONIFER, DECIDUOUS, GUEST, MOUNTAIN, MOUNTAINS, RIVER, SNOWY_MOUNTAIN, STEVE_ROSS, TREE, TREES",https://www.twoinchbrush.com/images/painting394.png,https://www.youtube.com/embed/nXlu_Q0sR7c,Guest Artist: Steve Ross
Seaside Harmony,30,10,1994-01-25,January,1994,"Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown","BEACH, CLOUDS, OCEAN, ROCKS, WAVES",https://www.twoinchbrush.com/images/painting395.png,https://www.youtube.com/embed/CY6sGFs209E,
A Cold Spring Day,30,11,1994-02-01,February,1994,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, LAKE, MOUNTAIN, MOUNTAINS, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting396.png,https://www.youtube.com/embed/jq8bIbpW7DQ,
Evening's Glow,30,12,1994-02-08,February,1994,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CABIN, CONIFER, DECIDUOUS, GRASS, PATH, SUN, TREE, TREES",https://www.twoinchbrush.com/images/painting397.png,https://www.youtube.com/embed/eTEKGOi6SVg,
Blue Ridge Falls,30,13,1994-02-15,February,1994,"Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, MOUNTAIN, RIVER, ROCKS, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting398.png,https://www.youtube.com/embed/fz0YjqtHW84,
Reflections of Calm,31,1,1994-02-22,February,1994,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, LAKE, MOUNTAIN, MOUNTAINS, TREE, TREES",https://www.twoinchbrush.com/images/painting399.png,https://www.youtube.com/embed/kJFB6rH3z2A,
Before the Snowfall,31,2,1994-03-01,March,1994,"Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown","BUSHES, CABIN, CLOUDS, CONIFER, RIVER, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting400.png,https://www.youtube.com/embed/_MdMhQIOL1Y,
Winding Stream,31,3,1994-03-08,March,1994,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Black, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, CONIFER, GRASS, RIVER, ROCKS, TREE, TREES",https://www.twoinchbrush.com/images/painting401.png,https://www.youtube.com/embed/QDwd4pMYyuo,
Tranquility Cove,31,4,1994-03-15,March,1994,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, GRASS, LAKE, ROCKS, TREE, TREES",https://www.twoinchbrush.com/images/painting402.png,https://www.youtube.com/embed/7t6ue0pEcNE,
Cabin in the Hollow,31,5,1994-03-22,March,1994,"Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown","CABIN, CONIFER, FRAMED, OVAL_FRAME, RIVER, SNOW, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting403.png,https://www.youtube.com/embed/KYlM2zJnNWY,
View From Clear Creek,31,6,1994-03-29,March,1994,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, GRASS, MOUNTAIN, MOUNTAINS, RIVER, TREE, TREES",https://www.twoinchbrush.com/images/painting404.png,https://www.youtube.com/embed/TLX1bmS8wBE,
Bridge to Autumn,31,7,1994-04-05,April,1994,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BRIDGE, DECIDUOUS, LAKE, PATH, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting405.png,https://www.youtube.com/embed/ReENCTH7MYI,
